                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                  4.252,                 5.2017,                 4.2732,                      0,                      0,                      0,                      0,                 4.0818,                 5.5278,                 4.1605,             9.9922e-05,             9.9922e-05,             9.9922e-05
                     16,                 4.0309,                 5.2446,                 4.2378,                      0,                      0,                      0,                      0,                  4.082,                 5.5298,                 4.1605,             0.00010559,             0.00010559,             0.00010559
                     17,                 4.1462,                 5.3013,                 4.2209,                      0,                      0,                      0,                      0,                 4.0822,                  5.532,                 4.1604,             0.00011109,             0.00011109,             0.00011109
                     18,                 3.9887,                 5.1832,                 4.2512,                      0,                      0,                      0,                      0,                 4.0823,                 5.5344,                 4.1604,             0.00011644,             0.00011644,             0.00011644
                     19,                 4.1767,                 5.2995,                 4.2509,                      0,                      0,                      0,                      0,                 4.0825,                 5.5369,                 4.1603,             0.00012163,             0.00012163,             0.00012163
                     20,                 4.6386,                 5.2768,                 4.2422,                      0,                      0,                      0,                      0,                 4.0827,                 5.5397,                 4.1601,             0.00012666,             0.00012666,             0.00012666
                     21,                 4.1483,                 5.2362,                 4.2128,                      0,                      0,                      0,                      0,                 4.0829,                 5.5429,                 4.1601,             0.00013153,             0.00013153,             0.00013153
                     22,                 3.9432,                  5.118,                 4.2916,                      0,                      0,                      0,                      0,                 4.0831,                 5.5466,                 4.1597,             0.00013624,             0.00013624,             0.00013624
                     23,                 4.1311,                 5.1222,                 4.1991,                      0,                      0,                      0,                      0,                 4.0842,                 5.5487,                 4.1597,              0.0001408,              0.0001408,              0.0001408
                     24,                 4.2028,                 5.0365,                 4.2008,                      0,                      0,                      0,                      0,                 4.0846,                 5.5528,                 4.1596,             0.00014519,             0.00014519,             0.00014519
                     25,                 4.0541,                  5.426,                 4.2135,                      0,                      0,                      0,                      0,                  4.085,                 5.5576,                 4.1594,             0.00014943,             0.00014943,             0.00014943
                     26,                 4.0915,                 4.9839,                 4.2255,                      0,                      0,                      0,                      0,                 4.0855,                 5.5624,                 4.1594,             0.00015351,             0.00015351,             0.00015351
                     27,                 4.2265,                 5.0851,                 4.1882,                      0,                      0,                      0,                      0,                 4.0852,                 5.5704,                  4.159,             0.00015743,             0.00015743,             0.00015743
                     28,                 4.5862,                 5.3873,                 4.1902,                      0,                      0,                      0,                      0,                 4.0852,                 5.5704,                  4.159,             0.00016119,             0.00016119,             0.00016119
                     29,                 4.0804,                 5.1873,                 4.2078,                      0,                      0,                      0,                      0,                 4.0858,                 5.5771,                 4.1586,              0.0001648,              0.0001648,              0.0001648
                     30,                 3.6804,                   5.09,                 4.1707,                      0,                      0,                      0,                      0,                 4.0864,                 5.5838,                 4.1582,             0.00016824,             0.00016824,             0.00016824
                     31,                 4.2236,                 5.1725,                 4.1558,                      0,                      0,                      0,                      0,                 4.0864,                 5.5838,                 4.1582,             0.00017153,             0.00017153,             0.00017153
                     32,                 3.6302,                 5.0697,                 4.2085,                      0,                      0,                      0,                      0,                 4.0866,                 5.5901,                 4.1575,             0.00017466,             0.00017466,             0.00017466
                     33,                 4.1081,                 5.0801,                 4.1448,                      0,                      0,                      0,                      0,                  4.087,                 5.5954,                 4.1566,             0.00017763,             0.00017763,             0.00017763
                     34,                 3.7616,                 5.2201,                 4.1812,                      0,                      0,                      0,                      0,                  4.087,                 5.5954,                 4.1566,             0.00018044,             0.00018044,             0.00018044
                     35,                 4.1526,                 5.0993,                 4.1476,                      0,                      0,                      0,                      0,                 4.0873,                 5.6011,                  4.156,              0.0001831,              0.0001831,              0.0001831
                     36,                 3.9279,                 5.0012,                 4.1549,                      0,                      0,                      0,                      0,                 4.0878,                  5.607,                 4.1555,             0.00018559,             0.00018559,             0.00018559
                     37,                 4.1657,                 5.1222,                  4.157,                      0,                      0,                      0,                      0,                 4.0878,                  5.607,                 4.1555,             0.00018793,             0.00018793,             0.00018793
                     38,                 3.9968,                 5.0269,                 4.1508,                      0,                      0,                      0,                      0,                 4.0885,                  5.612,                 4.1552,             0.00019011,             0.00019011,             0.00019011
                     39,                 4.2847,                 5.1145,                 4.1384,                      0,                      0,                      0,                      0,                 4.0887,                 5.6133,                 4.1536,             0.00019213,             0.00019213,             0.00019213
                     40,                 3.7892,                 4.9649,                 4.1213,                      0,                      0,                      0,                      0,                 4.0887,                 5.6133,                 4.1536,             0.00019399,             0.00019399,             0.00019399
                     41,                 4.2884,                 5.0991,                 4.0769,                      0,                      0,                      0,                      0,                 4.0892,                 5.6127,                 4.1516,              0.0001957,              0.0001957,              0.0001957
                     42,                 3.9109,                  5.006,                 4.1598,                      0,                      0,                      0,                      0,                 4.0885,                 5.6124,                 4.1496,             0.00019724,             0.00019724,             0.00019724
                     43,                 3.7869,                 4.9511,                 4.1486,                      0,                      0,                      0,                      0,                 4.0885,                 5.6124,                 4.1496,             0.00019863,             0.00019863,             0.00019863
                     44,                 4.0463,                 4.9382,                 4.1138,                      0,                      0,                      0,                      0,                 4.0872,                 5.6095,                 4.1466,             0.00019986,             0.00019986,             0.00019986
                     45,                  3.674,                 4.9207,                 4.1239,                      0,                      0,                      0,                      0,                 4.0872,                 5.6095,                 4.1466,             0.00020093,             0.00020093,             0.00020093
                     46,                 3.8603,                  4.919,                 4.0725,                      0,                      0,                      0,                      0,                 4.0865,                 5.6045,                  4.144,             0.00020184,             0.00020184,             0.00020184
                     47,                 4.0907,                 4.8185,                 4.0731,                      0,                      0,                      0,                      0,                 4.0865,                 5.6045,                  4.144,             0.00020259,             0.00020259,             0.00020259
                     48,                 3.9073,                 4.9712,                 4.0738,                      0,                      0,                      0,                      0,                  4.085,                    5.6,                 4.1407,             0.00020319,             0.00020319,             0.00020319
                     49,                 4.0487,                 4.8798,                 4.0489,                      0,                      0,                      0,                      0,                  4.085,                    5.6,                 4.1407,             0.00020362,             0.00020362,             0.00020362
                     50,                 3.8345,                 4.8322,                 4.0864,                      0,                      0,                      0,                      0,                 4.0851,                 5.6028,                 4.1402,              0.0002039,              0.0002039,              0.0002039
                     51,                  3.674,                 4.9166,                 4.0727,                      0,                      0,                      0,                      0,                 4.0851,                 5.6028,                 4.1402,               0.000202,               0.000202,               0.000202
                     52,                 4.1733,                 4.9466,                 4.0857,                      0,                      0,                      0,                      0,                 4.0839,                 5.6023,                 4.1394,               0.000202,               0.000202,               0.000202
                     53,                 4.2358,                   4.88,                 4.0136,                      0,                      0,                      0,                      0,                 4.0839,                 5.6023,                 4.1394,             0.00019804,             0.00019804,             0.00019804
                     54,                 3.8651,                 4.9642,                 4.0314,                      0,                      0,                      0,                      0,                 4.0817,                 5.6096,                 4.1396,             0.00019408,             0.00019408,             0.00019408
                     55,                 4.1171,                 4.8969,                   4.01,                      0,                      0,                      0,                      0,                 4.0817,                 5.6096,                 4.1396,             0.00019012,             0.00019012,             0.00019012
                     56,                 4.2595,                 5.0956,                 3.9952,                      0,                      0,                      0,                      0,                 4.0833,                 5.6305,                  4.145,             0.00018616,             0.00018616,             0.00018616
                     57,                   3.73,                 4.8461,                 3.9478,                      0,                      0,                      0,                      0,                 4.0833,                 5.6305,                  4.145,              0.0001822,              0.0001822,              0.0001822
                     58,                 3.8337,                  4.835,                 3.9733,                      0,                      0,                      0,                      0,                 4.0858,                 5.6665,                 4.1566,             0.00017824,             0.00017824,             0.00017824
                     59,                 3.7483,                 4.7398,                 3.9708,                      0,                      0,                      0,                      0,                 4.0858,                 5.6665,                 4.1566,             0.00017428,             0.00017428,             0.00017428
                     60,                 3.5105,                  4.651,                 3.9977,                      0,                      0,                      0,                      0,                 4.0904,                 5.7015,                 4.1686,             0.00017032,             0.00017032,             0.00017032
                     61,                 3.7177,                 4.5596,                 3.9827,                      0,                      0,                      0,                      0,                 4.0904,                 5.7015,                 4.1686,             0.00016636,             0.00016636,             0.00016636
                     62,                 4.0911,                 4.6311,                  3.944,                      0,                      0,                      0,                      0,                 4.0951,                 5.7321,                 4.1797,              0.0001624,              0.0001624,              0.0001624
                     63,                 3.8889,                 4.7811,                 3.9088,                      0,                      0,                      0,                      0,                 4.0951,                 5.7321,                 4.1797,             0.00015844,             0.00015844,             0.00015844
                     64,                 3.6597,                 4.7701,                 4.0038,                      0,                      0,                      0,                      0,                 4.0957,                 5.7426,                 4.1826,             0.00015448,             0.00015448,             0.00015448
                     65,                 3.6632,                 4.6687,                 4.0246,                      0,                      0,                      0,                      0,                 4.0957,                 5.7426,                 4.1826,             0.00015052,             0.00015052,             0.00015052
                     66,                  4.049,                 4.8031,                 3.9382,                      0,                      0,                      0,                      0,                 4.0862,                 5.7422,                 4.1795,             0.00014656,             0.00014656,             0.00014656
                     67,                 3.4782,                  4.876,                 4.0063,                      0,                      0,                      0,                      0,                 4.0862,                 5.7422,                 4.1795,              0.0001426,              0.0001426,              0.0001426
                     68,                 3.7595,                 4.8307,                 3.9593,                      0,                      0,                      0,                      0,                 4.0704,                 5.7347,                 4.1728,             0.00013864,             0.00013864,             0.00013864
                     69,                 4.0443,                  4.789,                 3.8793,                      0,                      0,                      0,                      0,                 4.0704,                 5.7347,                 4.1728,             0.00013468,             0.00013468,             0.00013468
                     70,                 3.6974,                 4.7261,                  3.976,                      0,                      0,                      0,                      0,                  4.037,                 5.7052,                 4.1578,             0.00013072,             0.00013072,             0.00013072
                     71,                 4.1209,                 4.5706,                 3.8786,                      0,                      0,                      0,                      0,                  4.037,                 5.7052,                 4.1578,             0.00012676,             0.00012676,             0.00012676
                     72,                 3.8408,                 4.6563,                 3.8912,                      0,                      0,                      0,                      0,                 3.9897,                 5.6445,                 4.1317,              0.0001228,              0.0001228,              0.0001228
                     73,                 3.9599,                 4.6897,                 3.8764,                      0,                      0,                      0,                      0,                 3.9897,                 5.6445,                 4.1317,             0.00011884,             0.00011884,             0.00011884
                     74,                 3.4544,                 4.7878,                 3.9793,                 0.0202,                0.00271,                0.01068,                0.00158,                 3.8942,                 5.5285,                   4.09,             0.00011488,             0.00011488,             0.00011488
                     75,                 3.8154,                 4.7998,                 3.9142,                 0.0202,                0.00271,                0.01068,                0.00158,                 3.8942,                 5.5285,                   4.09,             0.00011092,             0.00011092,             0.00011092
                     76,                 3.7487,                 4.7129,                 3.9002,                0.00794,                0.00542,                0.00446,                0.00186,                 3.7659,                 5.3492,                 4.0381,             0.00010696,             0.00010696,             0.00010696
                     77,                 3.5552,                 4.8156,                 3.8672,                0.00794,                0.00542,                0.00446,                0.00186,                 3.7659,                 5.3492,                 4.0381,               0.000103,               0.000103,               0.000103
                     78,                 3.8418,                 4.6522,                 3.8982,                 0.0043,                0.00949,                0.00292,                0.00133,                 3.6842,                  5.117,                 3.9871,              9.904e-05,              9.904e-05,              9.904e-05
                     79,                  3.676,                 4.6601,                 3.9458,                 0.0043,                0.00949,                0.00292,                0.00133,                 3.6842,                  5.117,                 3.9871,              9.508e-05,              9.508e-05,              9.508e-05
                     80,                 3.4649,                 4.7791,                  3.962,                0.00097,                0.01626,                 0.0012,                0.00031,                 3.6661,                 4.8824,                 3.9404,              9.112e-05,              9.112e-05,              9.112e-05
                     81,                 4.0153,                 4.8587,                 3.9278,                0.00097,                0.01626,                 0.0012,                0.00031,                 3.6661,                 4.8824,                 3.9404,              8.716e-05,              8.716e-05,              8.716e-05
                     82,                 3.8575,                 4.6867,                 3.8845,                0.22483,                0.00407,                0.00065,                0.00016,                 3.6796,                 4.6871,                 3.8954,               8.32e-05,               8.32e-05,               8.32e-05
                     83,                 3.7179,                  4.624,                 3.9555,                0.22483,                0.00407,                0.00065,                0.00016,                 3.6796,                 4.6871,                 3.8954,              7.924e-05,              7.924e-05,              7.924e-05
                     84,                 3.8831,                  4.808,                 3.9116,                0.33992,                0.00271,                0.00084,                 0.0002,                 3.7055,                 4.6268,                 3.8717,              7.528e-05,              7.528e-05,              7.528e-05
                     85,                 4.0693,                 4.7819,                 3.9104,                0.33992,                0.00271,                0.00084,                 0.0002,                 3.7055,                 4.6268,                 3.8717,              7.132e-05,              7.132e-05,              7.132e-05
                     86,                 3.9177,                 4.6196,                 3.8081,                0.33778,                0.00271,                0.00069,                0.00019,                  3.713,                  4.684,                 3.8321,              6.736e-05,              6.736e-05,              6.736e-05
                     87,                 3.3043,                 4.7431,                 3.9741,                0.33778,                0.00271,                0.00069,                0.00019,                  3.713,                  4.684,                 3.8321,               6.34e-05,               6.34e-05,               6.34e-05
                     88,                 3.6793,                 4.5237,                 3.9196,                   0.34,                0.00321,                0.00113,                0.00025,                 3.6852,                 4.7668,                 3.8154,              5.944e-05,              5.944e-05,              5.944e-05
                     89,                 3.6143,                 4.6385,                 3.8828,                   0.34,                0.00321,                0.00113,                0.00025,                 3.6852,                 4.7668,                 3.8154,              5.548e-05,              5.548e-05,              5.548e-05
                     90,                 3.5986,                 4.6376,                 3.8359,                 0.3447,                0.00678,                0.00157,                0.00035,                 3.6444,                 4.8003,                  3.803,              5.152e-05,              5.152e-05,              5.152e-05
                     91,                 3.7314,                 4.7617,                 3.7703,                 0.3447,                0.00678,                0.00157,                0.00035,                 3.6444,                 4.8003,                  3.803,              4.756e-05,              4.756e-05,              4.756e-05
                     92,                 3.6817,                  4.911,                 3.8545,                0.34466,                0.00678,                0.00155,                0.00039,                 3.5837,                 4.7222,                 3.7741,               4.36e-05,               4.36e-05,               4.36e-05
                     93,                 3.4443,                 4.8304,                 3.9145,                0.34466,                0.00678,                0.00155,                0.00039,                 3.5837,                 4.7222,                 3.7741,              3.964e-05,              3.964e-05,              3.964e-05
                     94,                 3.3964,                 4.7696,                 3.9495,                 0.3403,                0.00271,                0.00139,                0.00035,                 3.5062,                 4.5703,                 3.7572,              3.568e-05,              3.568e-05,              3.568e-05
                     95,                 3.5783,                 4.6171,                 3.8968,                 0.3403,                0.00271,                0.00139,                0.00035,                 3.5062,                 4.5703,                 3.7572,              3.172e-05,              3.172e-05,              3.172e-05
                     96,                 3.4379,                 4.9729,                 3.8306,                0.33875,                0.00271,                0.00173,                0.00046,                 3.4597,                 4.4056,                 3.7462,              2.776e-05,              2.776e-05,              2.776e-05
                     97,                 3.5711,                 4.6504,                 3.8092,                0.33875,                0.00271,                0.00173,                0.00046,                 3.4597,                 4.4056,                 3.7462,               2.38e-05,               2.38e-05,               2.38e-05
                     98,                 3.4841,                 4.7963,                 3.9658,                0.33754,                0.00271,                0.00179,                0.00049,                 3.4534,                 4.3661,                 3.7549,              1.984e-05,              1.984e-05,              1.984e-05
                     99,                 3.6937,                 4.7897,                 3.6863,                0.33754,                0.00271,                0.00179,                0.00049,                 3.4534,                 4.3661,                 3.7549,              1.588e-05,              1.588e-05,              1.588e-05
                    100,                 3.6968,                 4.7913,                  3.737,                0.33977,                0.00542,                0.00193,                0.00056,                  3.454,                 4.3637,                 3.7729,              1.192e-05,              1.192e-05,              1.192e-05
